CustomerID,Age,Annual_Income,Spending_Score,Purchase_Frequency_Monthly,Recency_Days,Tenure_Years,Online_Purchase_Ratio,Avg_Basket_Size,Returns_Rate,Loyalty_Points,Discount_Usage_Rate,Email_Open_Rate,App_Sessions_Monthly,Wishlist_Items,Cart_Abandon_Rate,Social_Engagement_Score,Electronics_Spend,Fashion_Spend,Grocery_Spend,Travel_Spend,Customer_Service_Calls,Referral_Count,Gender
595,48.0,31809.0,30.1,3.3,176.0,8.5,0.04,1.7,0.08,84.0,0.32,0.12,0.0,6,0.53,3.6,2984.0,3722.0,2288.0,775.0,0,1,Male
596,34.0,70622.0,96.8,16.4,10.0,4.2,0.81,6.2,0.02,1390.0,0.09,0.32,5.7,4,0.52,0.0,7053.0,2931.0,6155.0,3242.0,0,1,Male
597,42.0,80414.0,14.3,6.6,223.0,2.0,0.33,1.0,0.08,113.0,0.37,0.67,2.6,4,0.29,13.3,9991.0,5859.0,7964.0,6872.0,2,0,Male
598,51.0,21424.0,18.3,1.3,241.0,3.5,0.13,3.2,0.15,22.0,0.08,0.26,2.1,2,0.32,6.6,1811.0,2489.0,1800.0,190.0,5,0,Male
599,36.0,79900.0,6.5,5.0,171.0,4.1,0.04,2.2,0.1,29.0,0.25,0.43,0.0,4,0.39,0.0,5188.0,5380.0,15949.0,2059.0,2,0,Female
600,53.0,34075.0,14.9,4.6,271.0,3.4,0.36,3.4,0.0,55.0,0.27,0.41,0.8,3,0.27,2.2,1136.0,3347.0,2313.0,2216.0,3,0,Female
601,36.0,27817.0,21.0,2.9,220.0,4.5,0.37,4.3,0.1,50.0,0.27,0.64,1.4,3,0.47,0.2,4105.0,2598.0,5127.0,667.0,3,0,Male
602,47.0,87099.0,12.8,0.0,302.0,5.5,0.12,4.1,0.16,0.0,0.21,0.24,0.0,4,0.15,0.0,3495.0,3883.0,15734.0,3661.0,1,2,Female
603,37.0,81543.0,25.9,1.7,274.0,3.0,0.19,3.9,0.07,46.0,0.5,0.44,1.2,3,0.44,0.0,3824.0,7912.0,9225.0,2788.0,0,1,Male
604,41.0,70147.0,9.4,1.0,273.0,2.4,0.32,4.4,0.03,9.0,0.54,0.71,3.0,6,0.53,0.9,9450.0,2888.0,12237.0,831.0,1,0,Female
605,40.0,76852.0,83.7,27.0,11.0,2.9,0.85,7.3,0.1,1896.0,0.1,0.2,15.1,2,0.51,5.2,2468.0,3717.0,4820.0,3415.0,2,3,Male
606,44.0,27624.0,30.0,3.2,197.0,3.6,0.08,5.7,0.01,83.0,0.36,0.0,0.0,4,0.19,0.0,2056.0,1949.0,1808.0,1172.0,1,0,Male
607,33.0,96785.0,82.1,31.6,24.0,3.0,0.56,7.9,0.11,2239.0,0.37,0.22,15.2,2,0.3,0.0,6245.0,12706.0,9978.0,1973.0,1,1,Female
608,60.0,29862.0,11.6,2.7,164.0,3.3,0.06,1.4,0.11,36.0,0.49,0.62,3.6,2,0.52,0.4,3028.0,1219.0,2971.0,2260.0,1,1,Male
609,34.0,90232.0,90.7,16.1,23.0,2.3,1.0,7.3,0.13,1197.0,0.31,0.41,7.1,3,0.35,3.5,7591.0,7425.0,7562.0,8964.0,1,1,Male
610,31.0,33027.0,80.3,14.3,5.0,1.4,0.83,6.8,0.15,1174.0,0.22,0.36,8.6,5,0.16,0.8,1140.0,2870.0,5291.0,1778.0,3,0,Female
611,52.0,38208.0,34.1,4.1,249.0,3.6,0.05,2.8,0.14,118.0,0.21,0.72,0.5,1,0.44,3.9,1343.0,5303.0,2949.0,2843.0,4,0,Female
612,35.0,77081.0,77.1,24.8,5.0,6.7,0.76,6.2,0.04,1851.0,0.33,0.23,12.4,3,0.39,0.0,9785.0,6704.0,14878.0,2785.0,1,2,Female
613,40.0,71017.0,83.1,17.1,6.0,5.7,0.78,6.1,0.14,1464.0,0.24,0.15,9.8,7,0.53,0.0,1783.0,2099.0,4648.0,1569.0,2,1,Female
614,59.0,28225.0,23.1,2.0,297.0,7.4,0.13,3.4,0.06,44.0,0.35,0.38,0.0,3,0.26,3.5,4201.0,1390.0,2319.0,403.0,4,0,Male
615,47.0,87489.0,26.4,4.9,272.0,6.7,0.33,4.2,0.04,127.0,0.11,0.49,0.9,5,0.19,0.0,7853.0,2359.0,9550.0,4000.0,2,1,Male
616,37.0,94117.0,17.6,10.7,258.0,3.1,0.24,4.3,0.14,185.0,0.01,0.31,4.5,1,0.26,4.6,4251.0,10691.0,14700.0,5642.0,4,0,Male
617,32.0,81553.0,84.3,21.7,10.0,1.3,0.68,5.9,0.11,1714.0,0.38,0.51,9.9,5,0.3,3.4,9631.0,8076.0,13379.0,5227.0,3,2,Male
618,34.0,80748.0,7.0,6.2,208.0,1.4,0.36,2.0,0.08,36.0,0.37,0.53,2.7,2,0.3,5.4,4244.0,11764.0,7831.0,7111.0,2,2,Female
619,49.0,27107.0,18.4,5.7,258.0,7.1,0.21,1.6,0.19,122.0,0.36,0.39,1.3,2,0.42,2.8,662.0,1703.0,4012.0,1869.0,1,0,Male
620,36.0,83318.0,31.7,7.0,147.0,5.2,0.42,3.1,0.07,194.0,0.26,0.27,0.0,4,0.52,3.9,6318.0,7568.0,9383.0,1750.0,1,0,Female
621,51.0,28704.0,14.8,3.4,166.0,3.0,0.39,1.0,0.14,45.0,0.17,0.29,5.4,2,0.55,0.8,3354.0,3659.0,2537.0,2868.0,1,2,Male
622,43.0,100802.0,25.0,2.2,103.0,2.3,0.28,3.3,0.08,57.0,0.34,0.32,0.6,4,0.33,0.0,14424.0,11482.0,7943.0,1517.0,0,2,Female
623,37.0,69921.0,80.4,20.3,22.0,2.0,0.81,6.9,0.05,1309.0,0.22,0.11,10.8,3,0.61,4.6,9298.0,8124.0,11379.0,3870.0,0,2,Female
624,47.0,26734.0,25.4,2.3,311.0,5.0,0.08,1.0,0.14,53.0,0.18,0.22,0.0,3,0.71,1.7,693.0,3543.0,1781.0,1047.0,0,1,Female
625,24.0,32898.0,86.1,31.8,11.0,1.2,1.0,5.2,0.13,3041.0,0.33,0.5,17.2,2,0.27,6.2,4659.0,3808.0,2288.0,3285.0,1,1,Female
626,34.0,80846.0,84.9,20.9,16.0,1.3,0.86,6.8,0.07,2018.0,0.16,0.45,12.8,0,0.18,0.0,7027.0,6381.0,12088.0,7239.0,2,1,Female
627,50.0,97133.0,14.2,4.0,181.0,1.4,0.37,3.4,0.01,51.0,0.46,0.43,4.2,2,0.29,5.9,7759.0,9013.0,6450.0,5332.0,1,0,Male
628,37.0,22200.0,36.6,5.1,134.0,4.8,0.12,2.3,0.09,208.0,0.1,0.79,8.7,3,0.22,0.0,1428.0,2531.0,3188.0,652.0,1,1,Male
629,31.0,82779.0,70.3,26.4,1.0,4.2,0.76,9.1,0.11,2127.0,0.6,0.43,17.0,4,0.64,0.0,2221.0,6443.0,11716.0,4113.0,4,0,Female
630,54.0,82633.0,16.9,5.3,190.0,5.7,0.41,4.5,0.16,83.0,0.08,0.55,0.0,1,0.37,0.0,7317.0,2106.0,5959.0,523.0,0,1,Male
631,39.0,83309.0,25.5,6.5,161.0,3.0,0.37,4.2,0.11,192.0,0.11,0.57,3.5,1,0.85,0.0,4745.0,10998.0,11704.0,6409.0,0,1,Male
632,44.0,27241.0,26.0,5.7,326.0,4.6,0.37,4.0,0.17,154.0,0.25,0.55,4.0,5,0.4,3.9,2597.0,1192.0,1684.0,2450.0,2,2,Male
633,35.0,86075.0,20.5,7.2,187.0,2.8,0.18,1.0,0.11,126.0,0.19,0.01,3.4,5,0.34,4.4,1947.0,10812.0,13393.0,117.0,1,1,Male
634,35.0,35424.0,18.7,8.4,93.0,5.1,0.31,2.3,0.16,154.0,0.51,0.24,4.3,6,0.59,3.6,2805.0,1460.0,4437.0,1945.0,2,1,Female
635,18.0,25786.0,86.1,12.0,8.0,3.8,0.8,4.1,0.1,1225.0,0.56,0.62,0.2,3,0.23,2.1,2533.0,647.0,4634.0,58.0,2,2,Female
636,59.0,33732.0,21.1,4.2,264.0,4.9,0.39,4.3,0.12,101.0,0.25,0.31,1.7,3,0.67,2.9,854.0,4572.0,6111.0,1759.0,0,1,Female
637,45.0,75700.0,25.8,7.3,218.0,6.5,0.33,3.9,0.05,172.0,0.5,0.63,6.9,2,0.38,6.4,9694.0,4217.0,10373.0,2037.0,2,0,Female
638,42.0,90693.0,30.6,8.6,188.0,7.6,0.0,3.3,0.15,274.0,0.34,0.53,0.6,3,0.62,0.0,12538.0,5521.0,7598.0,8088.0,1,2,Female
639,43.0,89583.0,1.0,9.1,265.0,4.7,0.07,2.7,0.01,8.0,0.09,0.25,5.8,2,0.25,5.5,2252.0,13112.0,12712.0,7675.0,2,1,Male
640,32.0,31080.0,92.2,5.2,31.0,5.2,0.53,5.7,0.04,409.0,0.07,0.03,3.4,0,0.51,0.0,4555.0,3493.0,1992.0,2537.0,3,0,Male
641,38.0,83832.0,87.6,21.3,15.0,0.4,0.57,6.5,0.14,2038.0,0.35,0.64,6.6,5,0.56,7.6,7052.0,8317.0,13964.0,6342.0,1,0,Female
642,27.0,11419.0,68.3,15.5,22.0,1.3,1.0,6.2,0.14,889.0,0.33,0.04,4.1,6,0.72,5.4,316.0,799.0,880.0,755.0,1,1,Male
643,52.0,37349.0,29.1,4.0,344.0,3.9,0.22,2.5,0.09,129.0,0.21,0.25,5.3,2,0.75,0.0,945.0,2992.0,4229.0,1172.0,4,1,Female
644,55.0,31761.0,31.6,5.4,176.0,4.3,0.29,2.7,0.03,169.0,0.08,0.54,0.3,7,0.4,0.8,2880.0,1432.0,4242.0,805.0,5,1,Male
645,36.0,104532.0,80.6,18.9,14.0,0.9,0.7,4.6,0.02,1251.0,0.3,0.32,13.6,2,0.16,11.5,12055.0,5724.0,17741.0,9449.0,0,0,Male
646,41.0,61392.0,82.7,27.1,6.0,0.3,0.61,6.1,0.07,2029.0,0.27,0.21,17.4,2,0.51,0.0,3080.0,8743.0,8798.0,462.0,1,0,Male
647,38.0,79446.0,29.9,9.6,189.0,3.4,0.28,3.2,0.0,322.0,0.35,0.17,5.5,0,0.35,0.0,3313.0,2958.0,4868.0,1302.0,1,1,Male
648,30.0,25664.0,74.9,10.2,25.0,2.0,0.72,6.3,0.03,880.0,0.42,0.43,2.7,2,0.56,2.3,3353.0,1580.0,4289.0,967.0,3,0,Female
649,21.0,27068.0,73.8,20.5,23.0,2.8,0.78,2.3,0.06,1397.0,0.44,0.31,7.8,1,0.62,10.3,2517.0,618.0,2678.0,2632.0,2,1,Male
650,28.0,25148.0,84.6,13.3,23.0,3.4,0.95,5.1,0.03,956.0,0.22,0.0,4.3,4,0.18,2.4,1841.0,971.0,1344.0,1088.0,0,0,Female
651,46.0,35150.0,23.2,2.4,127.0,6.9,0.22,2.4,0.05,61.0,0.27,0.53,0.0,1,0.49,0.0,2891.0,5170.0,5064.0,1478.0,3,2,Male
652,29.0,76447.0,87.0,19.5,17.0,4.7,0.79,6.6,0.15,2026.0,0.24,0.29,5.9,2,0.28,0.7,10272.0,8305.0,12376.0,1864.0,1,0,Male
653,23.0,26203.0,89.7,25.0,23.0,2.2,0.82,4.6,0.06,1990.0,0.48,0.17,17.6,5,0.45,6.3,1975.0,1959.0,1909.0,818.0,2,1,Male
654,37.0,20697.0,25.3,6.0,185.0,7.1,0.26,3.4,0.0,125.0,0.31,0.4,0.0,2,0.47,0.0,878.0,2190.0,3162.0,1071.0,2,0,Male
655,24.0,84223.0,73.4,25.2,20.0,4.9,0.73,7.0,0.18,1927.0,0.08,0.64,13.2,1,0.61,13.7,9132.0,2028.0,8312.0,222.0,2,0,Female
656,35.0,84195.0,74.0,19.7,8.0,0.4,0.39,5.6,0.05,1713.0,0.18,0.49,5.9,1,0.26,3.7,8704.0,11922.0,5447.0,4037.0,0,0,Male
657,39.0,99311.0,12.3,9.1,165.0,3.6,0.29,2.3,0.1,131.0,0.18,0.41,4.6,3,0.36,5.6,11864.0,4243.0,12859.0,2096.0,0,2,Female
658,23.0,26782.0,63.7,16.2,12.0,2.7,0.83,4.5,0.12,978.0,0.51,0.38,7.4,4,0.26,12.1,3515.0,2322.0,4793.0,658.0,1,0,Female
659,42.0,22318.0,14.0,3.7,266.0,7.5,0.34,2.4,0.03,51.0,0.38,0.12,0.0,2,0.4,4.9,3077.0,3300.0,3941.0,843.0,2,1,Male
660,37.0,86236.0,95.2,20.1,14.0,6.6,0.71,7.8,0.15,1660.0,0.49,0.2,18.2,3,0.35,3.6,2211.0,4572.0,4323.0,7334.0,3,1,Female
661,31.0,94323.0,72.6,18.3,9.0,3.8,0.81,6.6,0.11,1409.0,0.23,0.55,11.9,6,0.38,3.1,11865.0,12375.0,14917.0,8810.0,3,2,Male
662,31.0,29593.0,95.1,5.2,6.0,2.7,1.0,2.7,0.02,478.0,0.34,0.45,9.1,2,0.46,9.6,1251.0,3797.0,5121.0,641.0,0,0,Female
663,41.0,93689.0,11.4,1.3,160.0,6.5,0.42,4.2,0.15,14.0,0.46,0.09,0.1,1,0.26,0.0,2889.0,7876.0,17259.0,4137.0,1,1,Female
664,36.0,91417.0,21.0,4.7,150.0,2.1,0.22,1.0,0.1,92.0,0.18,0.3,3.0,4,0.39,3.7,3689.0,10605.0,16868.0,5794.0,1,1,Male
665,43.0,21437.0,23.2,5.3,172.0,5.3,0.13,2.3,0.06,106.0,0.45,0.36,3.2,2,0.36,0.0,649.0,1863.0,1121.0,1878.0,3,0,Male
666,22.0,29668.0,67.9,20.0,23.0,1.4,0.83,5.7,0.06,1497.0,0.33,0.29,12.4,1,0.05,4.2,3447.0,792.0,4743.0,2149.0,1,1,Female
667,31.0,82146.0,86.2,24.7,6.0,4.3,0.85,6.7,0.13,2292.0,0.25,0.14,15.3,2,0.35,10.7,7384.0,7920.0,4280.0,6758.0,2,0,Male
668,40.0,102295.0,12.8,10.0,205.0,2.6,0.37,3.6,0.12,150.0,0.58,0.14,5.0,3,0.36,1.3,12269.0,4846.0,18488.0,9179.0,2,1,Male
669,48.0,91442.0,6.2,6.3,192.0,2.9,0.26,3.4,0.09,37.0,0.41,0.44,0.0,2,0.63,6.3,2849.0,6867.0,16064.0,7669.0,0,1,Female
670,49.0,27162.0,27.3,2.8,133.0,3.3,0.09,3.1,0.17,71.0,0.31,0.48,4.2,2,0.49,0.1,3644.0,1045.0,4121.0,33.0,2,0,Male
671,41.0,75193.0,17.1,3.0,147.0,3.2,0.23,2.6,0.08,54.0,0.14,0.45,0.3,1,0.46,0.0,7295.0,2106.0,11408.0,2054.0,1,1,Female
672,27.0,27148.0,76.8,22.8,9.0,2.8,1.0,5.5,0.15,1937.0,0.29,0.13,8.3,8,0.2,3.4,1506.0,3782.0,3071.0,1326.0,0,1,Female
673,47.0,83955.0,90.4,13.3,22.0,4.5,0.88,5.3,0.12,1405.0,0.2,0.18,6.4,5,0.45,0.0,8503.0,11566.0,9575.0,1365.0,3,1,Female
674,26.0,19672.0,62.4,20.6,24.0,3.0,0.75,5.8,0.0,1374.0,0.34,0.68,10.5,2,0.25,4.1,962.0,628.0,2027.0,1431.0,1,0,Female
675,46.0,29343.0,28.0,4.0,188.0,6.8,0.06,1.5,0.05,111.0,0.29,0.15,0.0,4,0.45,1.8,2919.0,1523.0,4455.0,1879.0,1,0,Male
676,28.0,24205.0,93.5,15.1,18.0,3.4,0.98,8.5,0.07,1608.0,0.39,0.51,6.8,1,0.37,2.7,2371.0,1681.0,2300.0,1175.0,2,0,Female
677,36.0,25139.0,93.2,18.7,24.0,0.2,0.78,5.5,0.04,1562.0,0.03,0.18,8.7,2,0.39,0.0,2038.0,1678.0,2115.0,1757.0,0,2,Male
678,25.0,13690.0,74.5,17.0,15.0,1.7,0.84,7.1,0.12,1493.0,0.23,0.21,12.6,2,0.43,12.8,1237.0,308.0,1728.0,1315.0,4,1,Female
679,34.0,71501.0,80.6,25.2,1.0,0.2,0.69,6.3,0.08,1843.0,0.13,0.4,11.2,1,0.47,4.5,4372.0,5811.0,12260.0,5683.0,1,1,Male
680,24.0,25291.0,69.7,19.8,18.0,3.0,0.88,6.2,0.08,1452.0,0.44,0.17,17.6,1,0.35,0.0,999.0,3008.0,3020.0,149.0,1,0,Female
681,29.0,27924.0,86.5,21.0,2.0,2.9,0.65,5.3,0.06,1725.0,0.41,0.33,10.1,2,0.52,0.0,2361.0,1830.0,3227.0,2354.0,2,0,Female
682,32.0,85591.0,84.3,23.1,13.0,5.7,0.9,7.0,0.05,2246.0,0.23,0.0,12.0,2,0.28,0.0,6196.0,4889.0,11554.0,2059.0,3,4,Male
683,28.0,86571.0,88.2,20.4,20.0,4.1,0.86,8.1,0.1,1893.0,0.36,0.0,11.8,4,0.73,9.5,6038.0,9297.0,13404.0,5248.0,1,1,Male
684,18.0,27055.0,78.2,26.6,19.0,3.6,0.92,3.6,0.1,2190.0,0.43,0.36,12.6,2,0.36,0.5,1330.0,2925.0,2204.0,1071.0,2,0,Female
685,44.0,37006.0,16.3,1.5,256.0,5.8,0.73,3.9,0.14,28.0,0.14,0.35,0.3,3,0.31,0.0,4835.0,3392.0,2684.0,2011.0,3,1,Female
686,37.0,28501.0,37.2,4.2,324.0,8.5,0.08,1.3,0.14,176.0,0.15,0.61,4.4,2,0.38,5.6,1963.0,2482.0,3730.0,2210.0,1,0,Male
687,29.0,97267.0,65.5,14.8,10.0,7.3,0.63,8.1,0.13,787.0,0.26,0.09,6.9,2,0.18,1.3,3356.0,12282.0,8885.0,6111.0,0,0,Male
688,33.0,83262.0,75.3,24.2,15.0,3.8,0.65,7.5,0.09,2123.0,0.35,0.28,11.1,7,0.36,8.4,8590.0,9107.0,14548.0,7882.0,1,1,Female
689,25.0,107879.0,5.9,4.7,273.0,5.0,0.45,1.9,0.1,32.0,0.07,0.34,0.0,3,0.01,1.5,14790.0,8979.0,11823.0,2366.0,1,0,Male
690,38.0,24556.0,24.8,6.5,218.0,7.0,0.44,1.9,0.06,174.0,0.08,0.0,0.0,2,0.29,0.0,3377.0,956.0,3654.0,1781.0,5,1,Female
691,26.0,33248.0,90.3,18.7,21.0,1.8,1.0,5.0,0.02,1675.0,0.24,0.37,4.9,2,0.37,2.1,1062.0,725.0,2727.0,625.0,3,2,Female
692,28.0,87132.0,81.6,20.2,6.0,1.6,0.53,5.1,0.03,1393.0,0.27,0.27,9.2,5,0.15,5.2,7388.0,3854.0,10967.0,3971.0,1,1,Male
693,52.0,32124.0,28.4,4.2,222.0,2.4,0.34,4.8,0.07,135.0,0.23,0.43,0.0,3,0.37,0.0,4521.0,822.0,4277.0,2584.0,0,1,Female
694,26.0,29179.0,87.7,14.9,5.0,0.8,0.83,7.2,0.11,1053.0,0.55,0.49,4.3,2,0.44,5.2,3825.0,3185.0,2563.0,1507.0,1,1,Female
695,40.0,91491.0,16.9,11.2,201.0,3.7,0.0,2.5,0.07,171.0,0.22,0.37,5.6,2,0.58,0.0,2942.0,7092.0,6211.0,3783.0,2,1,Male
696,32.0,82415.0,78.6,28.1,13.0,1.0,0.67,6.1,0.1,2173.0,0.35,0.28,13.9,1,0.38,7.5,9825.0,4992.0,11959.0,1895.0,3,3,Female
697,28.0,32205.0,71.8,16.1,36.0,3.7,0.79,3.3,0.08,1044.0,0.32,0.64,7.9,5,0.33,0.4,3294.0,4710.0,4502.0,3115.0,1,0,Female
698,27.0,27088.0,69.5,18.3,7.0,4.6,0.88,4.7,0.08,1369.0,0.31,0.77,12.5,5,0.4,4.8,742.0,1403.0,1518.0,1374.0,1,0,Female
699,44.0,83308.0,20.8,6.1,71.0,4.3,0.25,4.1,0.0,104.0,0.2,0.04,1.1,3,0.49,0.0,4168.0,4404.0,9351.0,5994.0,0,0,Female
700,46.0,23177.0,20.3,8.0,143.0,3.5,0.45,2.7,0.12,142.0,0.51,0.41,0.0,2,0.38,0.0,2010.0,1676.0,4600.0,2240.0,3,2,Male
701,33.0,82196.0,100.0,25.9,13.0,3.7,0.69,5.5,0.08,2169.0,0.18,0.0,19.4,2,0.48,4.4,10677.0,5546.0,7963.0,4620.0,2,2,Male
702,29.0,25057.0,75.2,17.0,15.0,2.3,0.6,6.0,0.1,1086.0,0.2,0.04,9.2,1,0.46,0.2,2878.0,2690.0,4066.0,413.0,2,0,Male
703,47.0,37860.0,32.0,4.4,270.0,3.8,0.27,3.8,0.11,141.0,0.19,0.0,0.0,3,0.5,0.0,4953.0,5417.0,4392.0,1328.0,3,1,Female
704,49.0,25313.0,15.6,5.1,253.0,4.3,0.0,1.5,0.06,93.0,0.2,0.42,6.7,3,0.5,4.5,2564.0,1928.0,3846.0,268.0,1,2,Male
705,38.0,98389.0,16.8,6.7,158.0,3.7,0.27,3.0,0.16,109.0,0.53,0.56,10.9,3,0.46,0.0,10615.0,6118.0,14715.0,9186.0,1,0,Female
706,33.0,84337.0,65.2,24.6,2.0,5.3,0.66,4.8,0.05,1824.0,0.36,0.08,11.2,2,0.44,3.7,1975.0,11623.0,13070.0,4510.0,1,0,Female
707,22.0,18678.0,74.3,12.2,35.0,2.1,0.74,3.5,0.09,770.0,0.19,0.81,1.9,2,0.22,0.0,505.0,1985.0,1035.0,250.0,3,1,Female
708,32.0,71043.0,91.2,19.7,5.0,1.4,0.85,7.9,0.1,1938.0,0.15,0.44,7.7,3,0.39,0.0,2158.0,2684.0,11579.0,5517.0,2,1,Female
709,40.0,90705.0,15.1,8.0,165.0,7.4,0.17,3.5,0.02,105.0,0.05,0.04,4.2,1,0.28,12.3,9289.0,8665.0,8033.0,1782.0,1,1,Female
710,52.0,95318.0,31.4,9.5,144.0,3.1,0.23,3.7,0.11,261.0,0.02,0.76,4.9,3,0.58,0.0,12346.0,4482.0,12409.0,998.0,3,1,Female
711,35.0,81262.0,77.3,24.1,1.0,4.6,0.47,4.3,0.13,1733.0,0.34,0.21,13.5,6,0.24,0.9,1628.0,6337.0,10751.0,1184.0,3,0,Male
712,36.0,88750.0,76.4,23.5,19.0,2.2,0.71,7.4,0.04,1460.0,0.36,0.24,9.7,5,0.45,0.0,5400.0,5068.0,9564.0,292.0,5,1,Female
713,32.0,79427.0,19.9,7.7,224.0,3.7,0.23,1.0,0.02,123.0,0.37,0.24,6.3,3,0.71,0.4,8281.0,8687.0,5087.0,3484.0,2,0,Female
714,29.0,18912.0,80.5,11.2,6.0,8.5,0.79,7.3,0.1,962.0,0.56,0.29,2.7,3,0.4,7.0,1434.0,2818.0,2780.0,156.0,1,0,Female
715,32.0,85917.0,89.4,13.9,23.0,2.9,0.54,4.7,0.09,1476.0,0.47,0.24,8.4,3,0.42,15.3,5344.0,9205.0,9804.0,6689.0,3,1,Female
716,23.0,22374.0,85.8,11.2,10.0,3.1,0.88,6.2,0.14,1050.0,0.29,0.23,10.0,4,0.23,1.8,2806.0,2485.0,3874.0,1207.0,1,1,Male
717,29.0,67331.0,84.2,30.0,21.0,4.1,0.42,7.8,0.09,2434.0,0.23,0.39,15.4,3,0.17,11.4,6114.0,9137.0,10625.0,2440.0,0,0,Female
718,52.0,25018.0,16.5,6.5,230.0,7.4,0.21,1.4,0.1,102.0,0.39,0.73,3.7,3,0.6,0.0,1419.0,1541.0,3298.0,753.0,4,1,Male
719,20.0,26090.0,76.6,10.7,44.0,3.5,0.91,6.6,0.07,704.0,0.19,0.04,8.0,5,0.56,7.4,2744.0,726.0,3907.0,1512.0,1,1,Female
720,29.0,24587.0,79.2,10.5,29.0,2.3,0.88,7.3,0.08,894.0,0.2,0.43,4.9,2,0.6,9.3,984.0,2093.0,3388.0,1088.0,1,0,Female
721,42.0,17197.0,18.5,2.6,283.0,4.9,0.15,1.7,0.07,56.0,0.16,0.62,4.4,3,0.34,0.0,480.0,1039.0,2805.0,75.0,2,1,Male
722,43.0,23671.0,26.9,5.5,171.0,2.7,0.0,4.3,0.06,138.0,0.57,0.12,0.0,6,0.35,8.0,1154.0,1024.0,1416.0,1148.0,1,0,Female
723,42.0,34222.0,24.8,0.9,210.0,3.8,0.09,5.4,0.04,25.0,0.32,0.31,7.0,2,0.63,0.0,4816.0,4621.0,4881.0,2259.0,0,0,Female
724,53.0,25888.0,11.5,5.0,180.0,5.4,0.09,4.2,0.05,56.0,0.42,0.33,0.0,4,0.57,0.0,2641.0,3446.0,1575.0,193.0,0,0,Female
725,37.0,84607.0,21.0,12.8,223.0,6.0,0.38,3.4,0.12,256.0,0.37,0.28,3.3,3,0.55,0.0,7232.0,3023.0,10800.0,4368.0,2,3,Female
726,36.0,94980.0,78.4,17.1,12.0,2.6,0.98,5.9,0.09,1366.0,0.49,0.39,8.3,9,0.5,0.0,8600.0,5782.0,17802.0,2300.0,2,0,Male
727,38.0,88689.0,18.2,6.8,275.0,3.9,0.12,2.4,0.09,129.0,0.26,0.21,3.8,6,0.36,0.4,7671.0,9514.0,7008.0,7.0,1,0,Female
728,44.0,18973.0,27.6,6.2,292.0,6.8,0.3,4.3,0.04,203.0,0.05,0.45,7.2,2,0.14,8.3,531.0,408.0,3065.0,513.0,1,0,Female
729,39.0,75939.0,52.9,20.4,9.0,3.1,0.75,5.8,0.06,1287.0,0.24,0.23,11.8,3,0.6,1.0,8720.0,9019.0,12313.0,4944.0,0,1,Male
730,25.0,29803.0,79.7,18.1,27.0,4.2,0.95,5.4,0.09,1575.0,0.29,0.56,12.8,2,0.35,4.4,2812.0,4306.0,2899.0,2309.0,2,0,Male
731,48.0,22956.0,1.0,5.0,209.0,5.1,0.07,1.0,0.14,6.0,0.4,0.15,1.2,2,0.4,0.0,2626.0,2104.0,4093.0,731.0,2,2,Male
732,28.0,24478.0,84.0,17.5,30.0,3.2,0.86,6.2,0.04,1595.0,0.47,0.32,7.6,2,0.32,5.6,3115.0,898.0,2517.0,63.0,3,1,Male
733,45.0,82536.0,35.6,7.9,178.0,5.6,0.45,3.9,0.08,311.0,0.13,0.39,4.6,7,0.16,2.0,8771.0,7376.0,4423.0,3923.0,3,1,Male
734,57.0,98576.0,22.2,8.6,310.0,3.2,0.31,3.9,0.17,195.0,0.21,0.33,9.4,4,0.43,0.0,10520.0,4003.0,8025.0,6960.0,2,2,Male
735,40.0,99640.0,15.7,7.7,219.0,2.6,0.21,3.9,0.1,120.0,0.32,0.3,3.3,5,0.31,0.0,6907.0,9321.0,9245.0,2526.0,1,1,Male
736,28.0,95590.0,73.7,24.2,15.0,4.1,0.86,4.4,0.11,2019.0,0.49,0.5,5.6,6,0.48,0.0,3872.0,10429.0,7321.0,5755.0,0,0,Male
737,41.0,81136.0,32.3,6.4,238.0,3.6,0.22,3.2,0.07,246.0,0.48,0.48,6.1,4,0.19,0.0,11833.0,2955.0,5607.0,639.0,1,0,Male
738,29.0,84803.0,75.0,23.2,16.0,5.4,0.83,4.5,0.01,1833.0,0.03,0.24,10.0,2,0.35,6.2,5026.0,7658.0,14817.0,5970.0,1,1,Female
739,20.0,29320.0,90.4,10.6,18.0,2.9,0.85,5.2,0.11,1121.0,0.25,0.13,1.9,5,0.37,5.6,4339.0,2610.0,3972.0,1361.0,4,0,Female
740,50.0,20543.0,27.1,3.0,177.0,6.0,0.35,1.0,0.09,79.0,0.51,0.4,3.3,3,0.29,0.0,2115.0,1948.0,3964.0,1309.0,2,0,Male
741,38.0,29840.0,28.8,1.8,199.0,4.4,0.51,7.1,0.04,63.0,0.3,0.16,2.2,4,0.63,3.6,3845.0,4339.0,4791.0,2902.0,2,1,Female
742,29.0,18880.0,75.4,17.5,2.0,0.9,0.75,6.0,0.18,1529.0,0.0,0.3,5.6,4,0.24,3.8,1956.0,1664.0,2935.0,1555.0,1,1,Male
743,37.0,17823.0,20.4,1.7,261.0,4.6,0.09,4.8,0.03,28.0,0.34,0.32,1.2,2,0.26,4.5,1501.0,1654.0,2436.0,867.0,0,1,Male
